酒店,评论,价格,地址,纬度,经度
艺龙安悦酒店(南京高淳桃源大楼店),227条点评,234,茅山路49号1楼,31.358864,118.935858
清沐·礼酒店(南京总统府大行宫地铁站店),56条点评,199,中山东路472号,32.040142,118.801804
麗枫酒店(南京禄口机场铜山地铁站店),"1,134条点评",222,禄口街道宁铜路6号,31.691895,118.880855
旷野青年旅舍(南京新街口店),83条点评,70,珠江路222号2楼,32.049216,118.789903
旧时光影院公寓(南京南站店),120条点评,76,喜马拉雅中心D栋1020室,31.964797,118.804243
南京仙林万达茂金廷豫酒店,412条点评,89,西岗街道仙林大道181号万达茂中心A座26层,32.120598,118.987578
肯定·观美酒店(南京新街口金融中心中央商场店),708条点评,124,中山东路56号,32.040831,118.787677
漫空间国际公寓(南京南站店),236条点评,96,宏运大道金轮星际中心A3幢1516室,31.961091,118.800456
悦云轩影院公寓(南京南站店),84条点评,77,证大喜马拉雅中心D栋5楼511室,31.964785,118.804393
南京上秦淮假日酒店,956条点评,699,秣周东路21号,31.869777,118.829859
巷往客栈(南京新街口总统府店),70条点评,92,东箭道31号附1号,32.044894,118.799108
南京星河公寓(南京南站店),141条点评,112,东山街道万科都荟天地城D1栋17楼,31.964066,118.797425
9天精品酒店(南京夫子庙地铁站桃叶渡店),413条点评,74,建康路188号,32.023474,118.793774
南京禄口机场铂尔曼大酒店,"3,456条点评",499,酒店将机场1号与2号航站楼连为一体,31.731079,118.873411
归园酒店(南京南站大明路地铁站店),462条点评,140,大明路汽车4S园软件大道1号,31.984842,118.798406
乐上影院公寓(南京南站店),113条点评,74,竹翠路6号都荟天地城A4栋,31.964001,118.795954
南京雾落间民宿,62条点评,420,苏家村乡伴·苏家乡村生活示范区苏家文创小镇19号,31.804165,118.726217
南京新街口朴素居民宿(明瓦廊美食街店),69条点评,97,石鼓路42号建华大厦1802室,32.039437,118.782047
野晚·影院体验公寓(南京南站南广场店),908条点评,102,竹翠路5号万科都会天地B2栋一楼103,31.964771,118.796831
朵尔电竞酒店(溧水海乐城店),175条点评,191,永阳街道西坛路99号永寿坊文化商业街区8号楼2层,31.65955,119.0201
洄游民宿(南京玄武湖店),500条点评,231,中央路258-28号锦盈大厦33楼,32.078564,118.784585
南京河西万达宜居·酒店公寓,273条点评,127,河西万达广场F座1712室,32.030697,118.737392
菲奢尔公寓(南京南站花神庙地铁站店),359条点评,115,绿地云尚公馆2332室,31.977977,118.789899
莫那笛臻品公寓(南京扬子江金茂悦店),728条点评,78,梦泽路33号01幢807室,32.076166,118.69174
一间森林旅行酒店(南京夫子庙秦淮河畔店),803条点评,63,信府河77号,32.015742,118.784489
南京新街口地铁站悦家逸居民宿(江苏省中医院店),301条点评,120,汉中路112号金轮大厦汇贤楼,32.042476,118.778541
南京汤山元博纪温泉酒店,233条点评,1246,汤山街道汤泉西路171号,32.052795,119.038447
汤山隐墅温泉民宿(汤山温泉度假区店),42条点评,367,汤山镇汤家家温泉村167-15号,32.066169,119.063033
南京古南都饭店,"5,149条点评",498,广州路208号,32.051632,118.773456
慕白艺术影院公寓(南京南站北广场店),180条点评,149,石华街5号2329室,31.971035,118.792741
悦伴山水民宿(南京银杏湖乐园店),61条点评,473,乡伴苏家理想村西毗苏路16号,31.804596,118.728187
南京26度LOFT设计民宿(南京南站宏运大道地铁站店),220条点评,251,东山街道宏运大道1718号中驰大厦1楼,31.963681,118.814173
二十九层青年旅舍(南京新街口夫子庙店),721条点评,30,洪武路359号福鑫国际大厦2903室,32.029812,118.78687
清沐精选酒店(南京清江路建邺吾悦广场店),403条点评,138,清江路85号,32.04393,118.730058
你好酒店(南京江宁大学城店),436条点评,193,科学园鹏山路9号,31.916679,118.894892
艺龙安云酒店(南京中山陵麒麟门地铁站店),261条点评,131,麒麟镇麒东路138号,32.0551,118.932213
南京怡人雅居酒店,143条点评,109,行辅路7号苏宁紫金嘉悦3栋,32.0965,118.885693
爱电竞酒店(南京总统府旗舰店),773条点评,260,太平北路106号4楼,32.049686,118.79677
蔓舍酒店(南京国展中心新庄地铁店),416条点评,335,锁金村10号,32.071405,118.814574
南京园博园英迪格酒店,"1,596条点评",1145,汤山街道林绣路8号,32.073085,119.000338
维也纳国际酒店(南京仙林徐庄软件园地铁站店),907条点评,193,苏宁大道64号2号楼,32.086188,118.882431
拼途青年旅舍(南京新街口夫子庙店),642条点评,36,洪武路359号福鑫国际大厦31层3102室,32.029545,118.787059
玫瑰的故事影院公寓(南京众彩物流店),94条点评,80,久利大厦1栋701,31.985802,118.881467
柏澳六恒民宿(新街口地铁站店),29条点评,189,石鼓路42号建华大厦1602,32.039437,118.782047
南京沐枫雅公寓,146条点评,73,大桥北路弘阳时代中心二期1幢202室,32.137343,118.720968
南京卓悦温泉康养民宿,687条点评,883,汤山街道环镇北路李家庄99号,32.062096,119.042181
南京惜缘城市酒店(仙林大学城万达茂店),346条点评,81,西岗街道仙林大道181号万达茂B座24楼2430室,32.120668,118.988863
南京圣和府邸豪华精选酒店,647条点评,1608,长江路300号,32.042409,118.798747
南京汤山温泉半亩私汤民宿(汤家家温泉村店),67条点评,429,汤山街道汤家家28号,32.06514,119.063085
南京BGH青年旅行俱乐部,226条点评,58,中山南路100号天安国际大厦1809室,32.038906,118.782914
柚迷电竞酒店(南京夫子庙秦淮店),5条点评,95,中华路517号,32.014965,118.782694
友栖美庭公寓(南京南站喜玛拉雅中心店),279条点评,89,民智路11号证大喜玛拉雅中心A栋一楼,31.964394,118.805714
桃园季酒店(南京火车站中央门店),"1,614条点评",137,玉宁路16号龙湖紫都城2座一单元一楼,32.092644,118.779006
悦途民宿(南京夫子庙老门东店),54条点评,152,小心桥东街20号1栋,32.013024,118.793597
南京金奥国际公馆,37条点评,650,江东中路332号,31.999569,118.725666
如家精选酒店(南京新街口地铁站德基广场店),"1,193条点评",283,新街口管家桥59号,32.043831,118.782175
泊金全季酒店(南京商厦店),874条点评,313,龙蟠路2号,32.091464,118.784567
景尚酒店(南京禄口机场铜山地铁站店),145条点评,96,铜山金航大道58号,31.691381,118.880174
挽安电竞公寓(马群地铁站店),12条点评,68,马群街道中山门大街698号1幢917号,32.047767,118.89558
南京米拉之家公寓(南京奥体新城科技园店),319条点评,151,楠溪江东街55号龙湖时代上城一楼大厅,31.987969,118.73808
绿地御豪温泉酒店(南京汤山地铁站店),"1,344条点评",327,汤山汤泉东路288号,32.048197,119.067422
南京紫清湖生态旅游温泉度假区,456条点评,418,汤山镇环镇北路8号,32.064513,119.032969
提莫电竞酒店(南京新街口店),735条点评,246,洪武路317号,32.031283,118.786837
南京老街青丘之山精品客栈,51条点评,154,中山大街6号,31.318187,118.87092
南京青龙山庄酒店,381条点评,510,上坊镇神凤路1129号,31.970062,118.929834
南京十七筑民宿(夫子庙景区张府园地铁站店),423条点评,190,中华路一号观城国际北楼909,32.028185,118.786568
亿宿影院公寓(南京火车站中央门店),304条点评,81,龙湖紫都城2-2-2111,32.092907,118.779072
南京夫子庙夜泊秦淮君亭酒店(大戏院店),"2,480条点评",499,贡院街80号,32.021957,118.791831
如家商旅酒店(南京江浦龙华路地铁站店),666条点评,138,珠江镇公园北路9号,32.064139,118.632455
南京世界村酒店,"1,058条点评",388,宝塔路269号,31.330248,118.902251
花涧精品民宿(南京高淳老街店),44条点评,290,老街渡船口131-132号,31.317682,118.8719
居舍客栈(南京禄口国际机场店),619条点评,169,禄口街道石埝社区庄盖村38号,31.71249,118.884849
全季酒店(南京新街口朝天宫店),920条点评,332,莫愁路329号,32.036313,118.77381
悦来·影院酒店(泰山新村地铁店),143条点评,98,大桥北路118号,32.144467,118.717203
源起艺术酒店,47条点评,622,秣陵街道元山社区西毗苏路18号,31.802756,118.725526
南京归来兮桠溪庄园酒店,892条点评,1388,桠溪街道桠云路1800号,31.437561,119.144531
宏光酒店(南京新街口明瓦廊店),293条点评,109,陆家巷1-1,32.037154,118.783286
大白轻奢影院酒店(金马路店),135条点评,94,石狮路22号6幢105室,32.068151,118.907634
南京拾穗幽篁里民宿,1条点评,399,谷里街道张溪社区徐家院13号,31.844626,118.677734
南京壹加民宿(夫子庙秦淮河畔店),202条点评,174,信府河9幢11号3楼,32.017184,118.785493
Zsmart智尚酒店(南京新街口总统府店),685条点评,132,新街口街道网巾市21号,32.04616,118.790554
南京宁归来金陵山水酒店(禄口机场店),"1,057条点评",182,新能源大道555号,31.734582,118.90713
南京矿机招待所(总统府浮桥地铁站店),311条点评,73,鸡鹅巷20号102幢,32.04874,118.791042
麗枫酒店(南京软件谷店),387条点评,350,大周路51号菁英公寓11号楼3楼,31.939155,118.744527
拾夕小筑(南京夫子庙地铁站夫子庙景区店),322条点评,37,一品嘉园1-15号,32.019375,118.791397
谷岚公寓(尧化门地铁站店),251条点评,95,金尧路21号峯汇中心3栋1楼,32.125668,118.888494
全季酒店(南京河西博览中心店),"1,035条点评",,河西大街230号南京台湾名品城10馆,32.001611,118.712455
天佳假日酒店(南京天印大道地铁站店),107条点评,205,天元东路525号,31.937563,118.861313
如家酒店(南京中山陵景区苜蓿园大街店),"1,136条点评",154,苜蓿园大街88号锦湖大厦,32.029315,118.831719
南来北舍(南京新街口地铁站店),45条点评,99,石鼓路42号建华大厦8楼810,32.039371,118.78252
如家酒店·neo(南京林业大学花园路新庄地铁站店),799条点评,204,花园路28号 (长途东站对面),32.083857,118.82083
南京晶典电竞公寓,329条点评,131,明城大道10号证大喜玛拉雅F座1楼,31.966253,118.804939
响堂·宿里度假酒店,137条点评,666,江浦街道华光社区响堂朴育小院南20米,32.078226,118.580171
南京维度空间假日公寓(城北万象汇万寿地铁站店),130条点评,76,迈皋桥街道经五路华荟公寓A-1幢818室,32.12356,118.835699
爱之屋AYY影院民宿(南京新街口店),73条点评,69,汉中路108号金轮大厦,32.042821,118.778211
南京农业大学翰苑宾馆,209条点评,417,童卫路20号,32.029604,118.838623
桔子南京新街口中心酒店,"1,579条点评",342,三元巷1号,32.034759,118.783841
雅盛公寓(南京南站店),191条点评,78,东山街道竹翠路6号都荟天地城A4幢1309室,31.963874,118.796017
花筑·良竺设计师艺术民宿,73条点评,632,西毗苏村乡伴苏家乡村生活示范区4栋民宅,31.804226,118.726031
芷枫·轻奢酒店(南京鼓楼区云南路地铁站店),294条点评,121,西桥23号,32.061799,118.773765
陌界电竞酒店(弘阳广场店),44条点评,213,大桥北路20号33幢401室,32.130027,118.730906
天然智选酒店(浦口宝隆时代广场店),202条点评,135,新浦路127号江浦街道盛景华庭南苑,32.056275,118.642127
悦居酒店(南京禄口国际机场店),102条点评,80,张塘角5-2号,31.721004,118.89073
南京桂谷生态园(银杏湖谷里店),16条点评,256,谷里街道亲见社区薛家水库,31.849076,118.658131
何寓岚阙(南京南站店),113条点评,104,玉兰路99号明发商业广场1栋1623室,31.976249,118.79767
挽安电竞公寓(城北万象汇万寿地铁站店),59条点评,148,怡静路4号招商1872-ipark公寓524室,32.122448,118.833732
南京新街口宁芳民宿,222条点评,75,石鼓路42号建华大厦29楼2904室,32.039437,118.782047
康铂酒店(南京溧水开发区青云店),352条点评,191,红光西路9号青云商业服务区,31.68106,119.02065
全季酒店(南京河西博览中心中和路店),677条点评,452,中和路121号3幢1层,31.96291,118.706937
南京荔枝酒店(新街口地铁站店),370条点评,90,丰富路163号民族大厦01栋302室,32.036771,118.781379
聚宝盆之家(聚宝山地铁站店),37条点评,120,玄武大道88号阳光聚宝山庄杜英街区1幢101室,32.095348,118.861351
南京玄武湖假日酒店,"2,263条点评",,龙蟠路199号,32.066615,118.815767
南京新街口地铁站木汐小筑民宿,48条点评,92,石鼓路42号建华大厦10楼1002室,32.039329,118.782547
南京怡家商务酒店(禄口机场店),490条点评,96,禄口街道石埝社区中心大道石埝村36-1号,31.720664,118.893788
青驻时光民宿(南京新街口店),236条点评,88,石鼓路42号建华大厦11楼1102室,32.039314,118.782561
古南都逸居酒店(南京新街口中心店),"2,175条点评",248,石鼓路58号大洋百货旁,32.039427,118.781418
南京己居野奢民宿,47条点评,569,江浦街道珍七路103号,32.093019,118.608942
康铂酒店(南京仙林万达茂店),569条点评,233,广志路24号万达茂D座15楼,32.123667,118.990878
星辰酒店(玄武湖湖南路中大医院店),255条点评,89,马台街44号楼,32.070718,118.77535
向日葵酒店公寓(南京奥体新城科技园店),592条点评,143,楠溪江东街55号龙湖时代上城3栋2336室,31.988532,118.739031
南京南站轻奢酒店,445条点评,210,东山街道金兰路1号绿地之窗商务广场1幢114室,31.965891,118.801962
南京上秦淮套房假日酒店,798条点评,858,秣周东路12号,31.868713,118.829201
楚韵花香温泉民宿村,77条点评,500,霸王泉西北100米,32.051523,118.480032
归素旅店(南京夫子庙秦淮河景区店),249条点评,79,一品嘉园1-21号,32.019021,118.79091
维也纳酒店(南京江宁大学城方山店),441条点评,174,印湖路39号03幢101室,31.915391,118.872928
南京星空宿泡泡屋(银杏湖店),121条点评,607,秣陵街道观音殿村44号,31.81166,118.713534
南京石塘田园e站竹卿舍田园民宿,41条点评,461,横溪街道后石塘村田园e站内,31.722946,118.71276
如家派柏·云酒店(南京柳洲东路地铁站店),176条点评,128,"江北新区沿江街道小外江路与民兵路交叉口, 润泰花园2号商业用房",32.153051,118.746707
静谧时光影视民宿(南京新街口苏宁雅悦店),211条点评,188,淮海路88号苏宁雅悦行政公寓,32.036591,118.786729
